"","region","2013_avg_week_wage","Description","2007_avg_week_wage_inflation_adj","percent_change"
"760","29059",509,"Dallas County, Missouri",480.674238572593,0.0589292272278261
"761","48245",924,"Jefferson County, Texas",872.625895726414,0.0588729999020028
"762","55025",924,"Dane County, Wisconsin",872.625895726414,0.0588729999020028
"763","22053",635,"Jefferson Davis Parish, Louisiana",599.719727564871,0.0588279338056503
"764","22107",591,"Tensas Parish, Louisiana",558.166113482661,0.0588245787843926
"765","48497",868,"Wise County, Texas",819.841575135498,0.0587411352693874
"766","40131",799,"Rogers County, Oklahoma",754.703477385006,0.058693942644173
"767","26085",623,"Lake County, Michigan",588.489021056166,0.058643369220206
"768","30037",573,"Golden Valley County, Montana",541.320053719603,0.0585235039099568
"769","27049",781,"Goodhue County, Minnesota",737.857417621948,0.0584700801912335
"770","5001",693,"Arkansas County, Arkansas",654.750189457528,0.0584189377236572
"771","51001",630,"Accomack County, Virginia",595.227444961389,0.0584189377236572
"772","19111",712,"Lee County, Iowa",672.719319871457,0.0583908904772485
"773","39175",662,"Wyandot County, Ohio",625.550352534894,0.0582681271258225
"774","54067",700,"Nicholas County, West Virginia",661.488613362751,0.0582192737097498
"775","33009",965,"Grafton County, New Hampshire",911.933368506883,0.0581913474446096
"776","29125",574,"Maries County, Missouri",542.443124370473,0.0581754551062836
"777","21159",839,"Martin County, Kentucky",792.887879514605,0.058157176666169
"778","28109",593,"Pearl River County, Mississippi",560.412254784402,0.0581495942270835
"779","8089",568,"Otero County, Colorado",536.827771116121,0.0580674669998333
"780","48059",669,"Callahan County, Texas",632.288776440117,0.0580608496114274
"781","30111",803,"Yellowstone County, Montana",759.195759988489,0.0576982147689755
"782","48075",582,"Childress County, Texas",550.304618926567,0.0575960658575942
"783","28027",620,"Coahoma County, Mississippi",586.242879754425,0.0575821411421085
"784","28093",633,"Marshall County, Mississippi",598.596656914001,0.0574733298100294
"785","29015",532,"Benton County, Missouri",503.135651590004,0.057368918936233
"786","40017",748,"Canadian County, Oklahoma",707.534510048444,0.0571922491085077
"787","20201",463,"Washington County, Kansas",437.997553839513,0.0570835292145229
"788","22105",647,"Tangipahoa Parish, Louisiana",612.073504724447,0.0570625831799019
"789","48089",705,"Colorado County, Texas",667.103966617104,0.0568067876661977
"790","27089",667,"Marshall County, Minnesota",631.165705789246,0.0567747801917473
"791","21093",756,"Hardin County, Kentucky",715.396004604537,0.0567573695325683
"792","35041",610,"Roosevelt County, New Mexico",577.25831454746,0.0567192964179433
"793","55065",591,"Lafayette County, Wisconsin",559.289184133532,0.0566984250117333
"794","27145",750,"Stearns County, Minnesota",709.780651350185,0.0566644759522648
"795","33007",681,"Coos County, New Hampshire",644.642553599693,0.0563993893938377
"796","30039",535,"Granite County, Montana",506.504863542616,0.0562583669149439
"797","16031",586,"Cassia County, Idaho",554.796901530049,0.0562423805610612
"798","53025",650,"Grant County, Washington",615.442716677059,0.056150283993164
"799","5113",561,"Polk County, Arkansas",531.212417861768,0.0560747097331287
"800","20073",561,"Greenwood County, Kansas",531.212417861768,0.0560747097331287
"801","48325",606,"Medina County, Texas",573.889102594849,0.0559531401798039
"802","2068",728,"Denali Borough, Alaska",689.565379634515,0.0557374565205933
"803","51183",709,"Sussex County, Virginia",671.596249220586,0.055693805352282
"804","13267",575,"Tattnall County, Georgia",544.689265672214,0.0556477541197336
"805","48349",671,"Navarro County, Texas",635.657988392729,0.0555990992839313
"806","19127",723,"Marshall County, Iowa",685.073097031033,0.0553618338442057
"807","8019",864,"Clear Creek County, Colorado",818.718504484627,0.0553077709461038
"808","30003",737,"Big Horn County, Montana",698.549944841479,0.0550426715261516
"809","54021",738,"Gilmer County, West Virginia",699.67301549235,0.0547784231476758
"810","19167",642,"Sioux County, Iowa",608.704292771836,0.0546993139748482
"811","48445",713,"Terry County, Texas",676.088531824068,0.0545956135010095
"812","5105",598,"Perry County, Arkansas",567.150678689625,0.0543935191643437
"813","27153",624,"Todd County, Minnesota",591.858233008777,0.0543065301767054
"814","54097",708,"Upshur County, West Virginia",671.596249220586,0.0542048154998809
"815","29167",580,"Polk County, Missouri",550.304618926567,0.0539617151158156
"816","48159",664,"Franklin County, Texas",630.042635138376,0.0538969316801332
"817","4005",748,"Coconino County, Arizona",709.780651350185,0.0538467040163921
"818","13147",645,"Hart County, Georgia",612.073504724447,0.0537950017790367
"819","20029",542,"Cloud County, Kansas",514.36635809871,0.0537236572069653
"820","54029",691,"Hancock County, West Virginia",655.873260108398,0.0535572068996928
"821","29186",738,"Ste. Genevieve County, Missouri",700.79608614322,0.0530880731105803
"822","21115",628,"Johnson County, Kentucky",596.35051561226,0.0530719493974892
"823","13247",790,"Rockdale County, Georgia",750.211194781524,0.0530368054959018
"824","5139",771,"Union County, Arkansas",732.242064367596,0.0529304959636236
"825","5135",512,"Sharp County, Arkansas",486.289591826946,0.0528705705513093
"826","54103",603,"Wetzel County, West Virginia",572.766031943978,0.0527858957581813
"827","19065",584,"Fayette County, Iowa",554.796901530049,0.0526374577605115
"828","27079",649,"Le Sueur County, Minnesota",616.565787327929,0.0526046260410165
"829","31009",500,"Blaine County, Nebraska",475.058885318241,0.0525011013425238
"830","31139",552,"Pierce County, Nebraska",524.473993956545,0.0524830713450704
"831","54069",695,"Ohio County, West Virginia",660.365542711881,0.0524474023067409
"832","39021",708,"Champaign County, Ohio",672.719319871457,0.0524448742386123
"833","54055",663,"Mercer County, West Virginia",630.042635138376,0.0523097375059161
"834","5115",696,"Pope County, Arkansas",661.488613362751,0.0521723064314084
"835","30001",631,"Beaverhead County, Montana",599.719727564871,0.0521581515454572
"836","49007",749,"Carbon County, Utah",712.026792651926,0.0519267079969963
"837","8001",886,"Adams County, Colorado",842.302988152909,0.0518780206905292
"838","29175",646,"Randolph County, Missouri",614.319646026188,0.0515698206605315
"839","1023",894,"Choctaw County, Alabama",850.164482709003,0.0515612192493831
"840","1037",633,"Coosa County, Alabama",601.965868866612,0.0515546357998986
"841","55121",666,"Trempealeau County, Wisconsin",633.411847090988,0.0514486002411814
"842","19027",640,"Carroll County, Iowa",608.704292771836,0.0514136463300665
"843","27091",640,"Martin County, Minnesota",608.704292771836,0.0514136463300665
"844","48507",477,"Zavala County, Texas",453.7205429517,0.051307919400903
"845","27131",758,"Rice County, Minnesota",721.01135785889,0.0513010533578155
"846","40145",706,"Wagoner County, Oklahoma",671.596249220586,0.0512268357950791
"847","5107",608,"Phillips County, Arkansas",578.381385198331,0.0512094883404879
"848","21187",693,"Owen County, Kentucky",659.24247206101,0.0512065429180446
"849","19145",654,"Page County, Iowa",622.181140582282,0.0511408291610054
"850","26035",641,"Clare County, Michigan",609.827363422706,0.0511171496181066
"851","40051",674,"Grady County, Oklahoma",641.273341647081,0.0510338668825088
"852","20009",661,"Barton County, Kansas",628.919564487505,0.0510088051381203
"853","35037",576,"Quay County, New Mexico",548.058477624826,0.050982739097964
"854","20001",596,"Allen County, Kansas",567.150678689625,0.050867119434697
"855","20065",596,"Graham County, Kansas",567.150678689625,0.050867119434697
"856","33017",859,"Strafford County, New Hampshire",817.595433833757,0.0506418754959215
"857","13305",741,"Wayne County, Georgia",705.288368746702,0.0506340850576583
"858","48173",565,"Glasscock County, Texas",537.950841766991,0.0502818401476262
"859","55047",657,"Green Lake County, Wisconsin",625.550352534894,0.0502751654405822
"860","13287",526,"Turner County, Georgia",500.889510288263,0.050131793930533
"861","29063",559,"DeKalb County, Missouri",532.335488512638,0.0500896747685617
"862","53017",579,"Douglas County, Washington",551.427689577438,0.0500016791751809
"863","17167",941,"Sangamon County, Illinois",896.210379394695,0.0499766814077249
"864","32033",928,"White Pine County, Nevada",883.856602235119,0.0499440719832267
"865","31057",586,"Dundy County, Nebraska",558.166113482661,0.0498666720264873
"866","39015",652,"Brown County, Ohio",621.058069931412,0.0498213155365739
"867","48323",560,"Maverick County, Texas",533.458559163509,0.0497535195200718
"868","53057",758,"Skagit County, Washington",722.134428509761,0.0496660594956728
"869","4003",824,"Cochise County, Arizona",785.026384958511,0.0496462485697835
"870","47187",1055,"Williamson County, Tennessee",1005.14823252914,0.0495964334985952
"871","29153",449,"Ozark County, Missouri",427.889917981678,0.0493353106282495
"872","28153",634,"Wayne County, Mississippi",604.212010168353,0.0493005589600026
"873","17161",918,"Rock Island County, Illinois",874.872037028155,0.0492963097990264
"874","28163",681,"Yazoo County, Mississippi",649.134836203175,0.0490886669758874
"875","48479",648,"Webb County, Texas",617.6888579788,0.0490718613905132
"876","19019",615,"Buchanan County, Iowa",586.242879754425,0.0490532529070915
"877","12007",668,"Bradford County, Florida",636.781059043599,0.0490261770714246
"878","19073",695,"Greene County, Iowa",662.611684013622,0.0488797839938369
"879","21079",629,"Garrard County, Kentucky",599.719727564871,0.0488232604153607
"880","48031",682,"Blanco County, Texas",650.257906854046,0.048814620801034
"881","28135",530,"Tallahatchie County, Mississippi",505.381792891745,0.0487120973776907
"882","35059",603,"Union County, New Mexico",575.012173245719,0.0486734508528759
"883","47085",835,"Humphreys County, Tennessee",796.257091467217,0.0486562806761244
"884","46041",630,"Dewey County, South Dakota",600.842798215742,0.0485271719505389
"885","35023",750,"Hidalgo County, New Mexico",715.396004604537,0.0483704062823098
"886","38077",704,"Richland County, North Dakota",671.596249220586,0.0482488560902772
"887","29207",598,"Stoddard County, Missouri",570.519890642237,0.0481667857834518
"888","19147",585,"Palo Alto County, Iowa",558.166113482661,0.0480750906749063
"889","53031",652,"Jefferson County, Washington",622.181140582282,0.0479263312125007
"890","48309",752,"McLennan County, Texas",717.642145906278,0.0478760260802862
"891","37173",606,"Swain County, North Carolina",578.381385198331,0.0477515623919995
"892","5145",666,"White County, Arkansas",635.657988392729,0.0477332341625905
"893","21139",746,"Livingston County, Kentucky",712.026792651926,0.0477133833988774
"894","20003",534,"Anderson County, Kansas",509.874075495228,0.0473174175041937
"895","50007",943,"Chittenden County, Vermont",900.702661998177,0.0469603785870774
"896","48363",736,"Palo Pinto County, Texas",703.042227444961,0.0468787951398251
"897","1097",803,"Mobile County, Alabama",767.057254544582,0.0468579695224414
"898","56019",696,"Johnson County, Wyoming",664.857825315363,0.0468403521758438
"899","20113",723,"Mcpherson County, Kansas",690.688450285385,0.0467816563332772
"900","55031",710,"Douglas County, Wisconsin",678.334673125809,0.0466809793582788
"901","46017",670,"Buffalo County, South Dakota",640.150270996211,0.0466292530929286
"902","8029",630,"Delta County, Colorado",601.965868866612,0.0465709645401835
"903","48405",590,"San Augustine County, Texas",563.781466737014,0.046504780326907
"904","48487",637,"Wilbarger County, Texas",608.704292771836,0.0464851448628945
"905","50017",684,"Orange County, Vermont",653.627118806657,0.0464682084317358
"906","46065",711,"Hughes County, South Dakota",679.45774377668,0.0464226900233655
"907","46103",678,"Pennington County, South Dakota",648.011765552305,0.0462772993359715
"908","54019",692,"Fayette County, West Virginia",661.488613362751,0.0461253391530669
"909","31151",686,"Saline County, Nebraska",655.873260108398,0.0459337828266126
"910","19067",666,"Floyd County, Iowa",636.781059043599,0.0458853801340851
"911","48437",586,"Swisher County, Texas",560.412254784402,0.0456587895734755
"912","29035",492,"Carter County, Missouri",470.566602714758,0.045548063040576
"913","48427",519,"Starr County, Texas",496.397227684781,0.0455336393006047
"914","19025",580,"Calhoun County, Iowa",554.796901530049,0.0454276121594122
"915","17041",661,"Douglas County, Illinois",632.288776440117,0.0454084029793027
"916","50019",641,"Orleans County, Vermont",613.196575375318,0.0453417806641609
"917","48161",803,"Freestone County, Texas",768.180325195453,0.0453274754149524
"918","1039",621,"Covington County, Alabama",594.104374310518,0.0452708763854752
"919","8083",621,"Montezuma County, Colorado",594.104374310518,0.0452708763854752
"920","13205",547,"Mitchell County, Georgia",523.350923305674,0.0451877996984313
"921","21209",1101,"Scott County, Kentucky",1053.44027051657,0.0451470584659792
"922","46035",635,"Davison County, South Dakota",607.581222120965,0.0451277572129709
"923","29229",534,"Wright County, Missouri",510.997146146098,0.0450156209822064
"924","49009",649,"Daggett County, Utah",621.058069931412,0.0449908493607922
"925","19097",528,"Jackson County, Iowa",505.381792891745,0.0447546932366429
"926","18015",589,"Carroll County, Indiana",563.781466737014,0.0447310434110988
"927","13039",738,"Camden County, Georgia",706.411439397573,0.0447169437535804
"928","37153",596,"Richmond County, North Carolina",570.519890642237,0.044661211249059
"929","1107",603,"Pickens County, Alabama",577.25831454746,0.0445930094098685
"930","19039",603,"Clarke County, Iowa",577.25831454746,0.0445930094098685
"931","54089",576,"Summers County, West Virginia",551.427689577438,0.0445612559670194
"932","27047",678,"Freeborn County, Minnesota",649.134836203175,0.04446713099802
"933","48179",862,"Gray County, Texas",825.456928389851,0.044270113137739
"934","40107",577,"Okfuskee County, Oklahoma",552.550760228308,0.0442479524624844
"935","5019",618,"Clark County, Arkansas",591.858233008777,0.0441689673865446
"936","48209",659,"Hays County, Texas",631.165705789246,0.0440998203093876
"937","28125",510,"Sharkey County, Mississippi",488.535733128687,0.0439359199660811
"938","17071",517,"Henderson County, Illinois",495.27415703391,0.0438662963886525
"939","50015",674,"Lamoille County, Vermont",645.765624250564,0.0437223269389782
"940","37051",749,"Cumberland County, North Carolina",717.642145906278,0.0436956695932638
"941","27133",613,"Rock County, Minnesota",587.365950405295,0.0436423827036905
"942","56035",1090,"Sublette County, Wyoming",1044.45570530961,0.0436057694537579
"943","13167",552,"Johnson County, Georgia",528.966276560027,0.043544786238106
"944","47081",600,"Hickman County, Tennessee",575.012173245719,0.0434561700028615
"945","20131",607,"Nemaha County, Kansas",581.750597150942,0.0434024528255126
"946","13253",573,"Seminole County, Georgia",549.181548275697,0.0433708157149266
"947","28063",580,"Jefferson County, Mississippi",555.91997218092,0.0433156371853527
"948","22103",772,"St. Tammany Parish, Louisiana",740.103558923689,0.0430972675265833
"949","29109",622,"Lawrence County, Missouri",596.35051561226,0.0430107524287235
"950","56043",768,"Washakie County, Wyoming",736.734346971078,0.0424381639833464
"951","40125",631,"Pottawatomie County, Oklahoma",605.335080819224,0.0423978718465197
"952","13143",686,"Haralson County, Georgia",658.11940141014,0.0423640429534842
"953","21145",755,"McCracken County, Kentucky",724.380569811502,0.0422698115666826
"954","17021",659,"Christian County, Illinois",632.288776440117,0.0422452913212714
"955","42111",666,"Somerset County, Pennsylvania",639.02720034534,0.0422091573568124
"956","24027",1113,"Howard County, Maryland",1068.04018897789,0.0420956172680522
"957","51021",708,"Bland County, Virginia",679.45774377668,0.0420074044114527
"958","53033",1203,"King County, Washington",1154.51662909492,0.0419945193367097
"959","19029",605,"Cass County, Iowa",580.627526500072,0.0419760903290987
"960","31081",660,"Hamilton County, Nebraska",633.411847090988,0.0419760903290987
"961","30049",777,"Lewis and Clark County, Montana",745.718912178042,0.0419475586727369
"962","50011",777,"Franklin County, Vermont",745.718912178042,0.0419475586727369
"963","31179",557,"Wayne County, Nebraska",534.58162981438,0.041936289867283
"964","13219",674,"Oconee County, Georgia",646.888694901434,0.0419103090102646
"965","26141",626,"Presque Isle County, Michigan",600.842798215742,0.0418698565730753
"966","18073",688,"Jasper County, Indiana",660.365542711881,0.0418472126432199
"967","34033",1019,"Salem County, New Jersey",978.194536908245,0.0417150797230252
"968","13009",613,"Baldwin County, Georgia",588.489021056166,0.0416506987672332
"969","55091",565,"Pepin County, Wisconsin",542.443124370473,0.0415838538938156
"970","17175",586,"Stark County, Illinois",562.658396086143,0.0414845029883517
"971","40015",662,"Caddo County, Oklahoma",635.657988392729,0.0414405420655179
"972","29197",469,"Schuyler County, Missouri",450.351330999089,0.0414091570675275
"973","29083",614,"Henry County, Missouri",589.612091707036,0.0413626325443162
"974","36053",704,"Madison County, New York",676.088531824068,0.0412837474119363
"975","21133",725,"Letcher County, Kentucky",696.303803539738,0.0412121782394146
"976","4011",1092,"Greenlee County, Arizona",1048.94798791309,0.0410430379608848
"977","5067",636,"Jackson County, Arkansas",610.950434073577,0.0410009790146195
"978","17019",795,"Champaign County, Illinois",763.688042591971,0.0410009790146195
"979","8063",588,"Kit Carson County, Colorado",564.904537387884,0.0408838327249221
"980","55041",588,"Forest County, Wisconsin",564.904537387884,0.0408838327249221
"981","46055",602,"Haakon County, South Dakota",578.381385198331,0.0408357104950225
"982","12027",651,"DeSoto County, Florida",625.550352534894,0.0406836114182938
"983","17131",575,"Mercer County, Illinois",552.550760228308,0.0406283755042087
"984","51111",589,"Lunenburg County, Virginia",566.027608038755,0.0405852853023245
"985","29177",596,"Ray County, Missouri",572.766031943978,0.0405645006167097
"986","41001",610,"Baker County, Oregon",586.242879754425,0.0405243646720743
"987","54077",715,"Preston County, West Virginia",687.319238332774,0.0402735150181033
"988","40121",736,"Pittsburg County, Oklahoma",707.534510048444,0.0402319456468738
"989","36037",695,"Genesee County, New York",668.227037267974,0.0400656681619558
"990","23023",848,"Sagadahoc County, Maine",815.349292532016,0.0400450552506024
"991","22029",584,"Concordia Parish, Louisiana",561.535325435273,0.0400058082673853
"992","40037",737,"Creek County, Oklahoma",708.657580699314,0.0399945193173792
"993","45065",591,"McCormick County, South Carolina",568.273749340496,0.0399917305451445
"994","17129",543,"Menard County, Illinois",522.227852654804,0.0397760235108084
"995","29137",550,"Monroe County, Missouri",528.966276560027,0.0397638268676781
"996","27075",752,"Lake County, Minnesota",723.257499160631,0.0397403426479859
"997","36017",752,"Chenango County, New York",723.257499160631,0.0397403426479859
"998","22083",571,"Richland Parish, Louisiana",549.181548275697,0.0397290327630422
"999","17017",592,"Cass County, Illinois",569.396819991366,0.0396967092457177
"1000","54033",815,"Harrison County, West Virginia",783.903314307641,0.0396690320410555
"1001","21215",613,"Spencer County, Kentucky",589.612091707036,0.0396666021981527
"1002","40059",641,"Harper County, Oklahoma",616.565787327929,0.0396295304965972
"1003","33013",857,"Merrimack County, New Hampshire",824.33385773898,0.0396273208413616
"1004","39097",753,"Madison County, Ohio",724.380569811502,0.0395088319333934
"1005","32001",781,"Churchill County, Nevada",751.334265432395,0.0394840697842158
"1006","21061",600,"Edmonson County, Kentucky",577.25831454746,0.0393960292635507
"1007","31097",607,"Johnson County, Nebraska",583.996738452684,0.0393893664684914
"1008","53021",649,"Franklin County, Washington",624.427281884023,0.0393524095261117
"1009","45085",670,"Sumter County, South Carolina",644.642553599693,0.0393356694476819
"1010","12051",684,"Hendry County, Florida",658.11940141014,0.0393250807291301
"1011","55021",691,"Columbia County, Wisconsin",664.857825315363,0.0393199473469943
"1012","20139",496,"Osage County, Kansas",477.305026619982,0.0391677697433988
"1013","31063",538,"Frontier County, Nebraska",517.735570051321,0.039140501678627
"1014","45089",650,"Williamsburg County, South Carolina",625.550352534894,0.0390850190812457
"1015","53009",678,"Clallam County, Washington",652.504048155787,0.0390740132820233
"1016","39063",888,"Hancock County, Ohio",854.656765312485,0.039013597084584
"1017","1005",630,"Barbour County, Alabama",606.458151470094,0.038818587025071
"1018","27007",658,"Beltrami County, Minnesota",633.411847090988,0.038818587025071
"1019","39105",525,"Meigs County, Ohio",505.381792891745,0.038818587025071
"1020","39145",652,"Scioto County, Ohio",627.796493836635,0.0385531082141779
"1021","46033",547,"Custer County, South Dakota",526.720135258286,0.0385021634530256
"1022","28061",660,"Jasper County, Mississippi",635.657988392729,0.0382941960169816
"1023","27111",625,"Otter Tail County, Minnesota",601.965868866612,0.0382648457739916
"1024","22045",906,"Iberia Parish, Louisiana",872.625895726414,0.0382456038000158
"1025","1031",590,"Coffee County, Alabama",568.273749340496,0.0382320152650342
"1026","8115",541,"Sedgwick County, Colorado",521.104782003933,0.0381789204074447
"1027","37139",668,"Pasquotank County, North Carolina",643.519482948822,0.0380416097722476
"1028","40143",865,"Tulsa County, Oklahoma",833.318422945945,0.0380185727108431
"1029","55123",591,"Vernon County, Wisconsin",569.396819991366,0.0379404648044244
"1030","39167",732,"Washington County, Ohio",705.288368746702,0.0378733471824639
"1031","31067",592,"Gage County, Nebraska",570.519890642237,0.0376500621802733
"1032","21051",705,"Clay County, Kentucky",679.45774377668,0.0375921187995396
"1033","31143",557,"Polk County, Nebraska",536.827771116121,0.0375767238008928
"1034","51093",910,"Isle of Wight County, Virginia",877.118178329896,0.0374884735973822
"1035","46101",642,"Moody County, South Dakota",618.81192862967,0.0374719204616474
"1036","13035",607,"Butts County, Georgia",585.119809103554,0.0373943772814118
"1037","48149",713,"Fayette County, Texas",687.319238332774,0.0373636590320388
"1038","1123",586,"Tallapoosa County, Alabama",564.904537387884,0.0373434115251774
"1039","19095",692,"Iowa County, Iowa",667.103966617104,0.0373195703049771
"1040","1105",572,"Perry County, Alabama",551.427689577438,0.0373073583561372
"1041","36025",735,"Delaware County, New York",708.657580699314,0.0371722818158395
"1042","37097",778,"Iredell County, North Carolina",750.211194781524,0.0370413097162172
"1043","13011",559,"Banks County, Georgia",539.073912417862,0.0369635538339548
"1044","31001",637,"Adams County, Nebraska",614.319646026188,0.0369194671219173
"1045","13115",722,"Floyd County, Georgia",696.303803539738,0.0369037140535962
"1046","8091",609,"Ouray County, Colorado",587.365950405295,0.0368323182162276
"1047","53063",779,"Spokane County, Washington",751.334265432395,0.0368221387476366
"1048","17047",666,"Edwards County, Illinois",642.396412297952,0.0367430254126333
"1049","40081",638,"Lincoln County, Oklahoma",615.442716677059,0.0366521249040594
"1050","8027",539,"Custer County, Colorado",519.981711353062,0.0365749183705892
"1051","49019",539,"Grand County, Utah",519.981711353062,0.0365749183705892
"1052","42119",766,"Union County, Pennsylvania",738.980488272819,0.0365632275221941
"1053","21099",610,"Hart County, Kentucky",588.489021056166,0.0365528976313414
"1054","19059",603,"Dickinson County, Iowa",581.750597150942,0.0365266541248503
"1055","28067",674,"Jones County, Mississippi",650.257906854046,0.0365118099998487
"1056","29173",745,"Ralls County, Missouri",718.765216557149,0.0364997955361759
"1057","48499",625,"Wood County, Texas",603.088939517483,0.036331391685027
"1058","22055",902,"Lafayette Parish, Louisiana",870.379754424673,0.0363292521621539
"1059","46087",547,"McCook County, South Dakota",527.843205909156,0.0362925843818489
"1060","25017",1372,"Middlesex County, Massachusetts",1324.10029737637,0.0361752827323862
"1061","31119",640,"Madison County, Nebraska",617.6888579788,0.0361203569289019
"1062","12041",633,"Gilchrist County, Florida",610.950434073577,0.0360905970381353
"1063","17067",562,"Hancock County, Illinois",542.443124370473,0.0360533201563265
"1064","39083",726,"Knox County, Ohio",700.79608614322,0.0359646898079691
"1065","17029",662,"Coles County, Illinois",639.02720034534,0.0359496428982129
"1066","18183",691,"Whitley County, Indiana",667.103966617104,0.0358205535848832
"1067","19183",570,"Washington County, Iowa",550.304618926567,0.0357899614069221
"1068","26043",734,"Dickinson County, Michigan",708.657580699314,0.0357611630650696
"1069","48007",620,"Aransas County, Texas",598.596656914001,0.0357558680603765
"1070","48273",670,"Kleberg County, Texas",646.888694901434,0.0357268650398774
"1071","46135",663,"Yankton County, South Dakota",640.150270996211,0.0356943205979279
"1072","5031",678,"Craighead County, Arkansas",654.750189457528,0.0355094369071278
"1073","39049",935,"Franklin County, Ohio",902.948803299918,0.0354961395185942
"1074","1001",650,"Autauga County, Alabama",627.796493836635,0.0353673624834594
"1075","13021",743,"Bibb County, Georgia",717.642145906278,0.0353349566192189
"1076","1127",636,"Walker County, Alabama",614.319646026188,0.0352916500620712
"1077","20159",586,"Rice County, Kansas",566.027608038755,0.035285190470564
"1078","40001",586,"Adair County, Oklahoma",566.027608038755,0.035285190470564
"1079","26025",852,"Calhoun County, Michigan",823.21078708811,0.0349718606260305
"1080","41063",573,"Wallowa County, Oregon",553.673830879179,0.0349053324231221
"1081","37145",688,"Person County, North Carolina",664.857825315363,0.0348077044496846
"1082","16047",588,"Gooding County, Idaho",568.273749340496,0.0347125847048138
"1083","17081",732,"Jefferson County, Illinois",707.534510048444,0.0345785111596626
"1084","26037",725,"Clinton County, Michigan",700.79608614322,0.0345377411994183
"1085","21163",682,"Meade County, Kentucky",659.24247206101,0.0345207247764883
"1086","27161",668,"Waseca County, Minnesota",645.765624250564,0.0344310302599962
"1087","19061",726,"Dubuque County, Iowa",701.919156794091,0.0343071463042763
"1088","19161",604,"Sac County, Iowa",583.996738452684,0.034252351477708
"1089","33005",791,"Cheshire County, New Hampshire",764.811113242841,0.0342422936901587
"1090","19137",633,"Montgomery County, Iowa",612.073504724447,0.0341895133738452
"1091","28023",590,"Clarke County, Mississippi",570.519890642237,0.0341444876458805
"1092","39165",799,"Warren County, Ohio",772.672607798935,0.0340731532803551
"1093","46081",576,"Lawrence County, South Dakota",557.04304283179,0.0340314045963841
"1094","46057",569,"Hamlin County, South Dakota",550.304618926567,0.0339727860360328
"1095","13275",699,"Thomas County, Georgia",676.088531824068,0.0338882662513402
"1096","51117",591,"Mecklenburg County, Virginia",571.642961293108,0.0338621132727763
"1097","20181",555,"Sherman County, Kansas",536.827771116121,0.0338511341283583
"1098","48201",1190,"Harris County, Texas",1151.14741714231,0.0337511792834855
"1099","51133",599,"Northumberland County, Virginia",579.504455849201,0.0336417502126538
"1100","22121",852,"West Baton Rouge Parish, Louisiana",824.33385773898,0.0335618172191832
"1101","30087",939,"Rosebud County, Montana",908.564156554271,0.0334988379479517
"1102","13285",744,"Troup County, Georgia",719.88828720802,0.0334936867572804
"1103","30069",448,"Petroleum County, Montana",433.50527123603,0.0334361072995526
"1104","5037",600,"Cross County, Arkansas",580.627526500072,0.0333647176817506
"1105","21045",564,"Casey County, Kentucky",545.812336323085,0.0333221923847267
"1106","6031",716,"Kings County, California",692.934591587126,0.0332865593562641
"1107","8051",666,"Gunnison County, Colorado",644.642553599693,0.0331306803763525
"1108","6091",725,"Sierra County, California",701.919156794091,0.0328824808134991
"1109","29201",631,"Scott County, Missouri",610.950434073577,0.0328170090538127
"1110","31157",646,"Scotts Bluff County, Nebraska",625.550352534894,0.0326906497330535
"1111","37013",646,"Beaufort County, North Carolina",625.550352534894,0.0326906497330535
"1112","48345",530,"Motley County, Texas",513.243287447839,0.032648673566654
"1113","55017",668,"Chippewa County, Wisconsin",646.888694901434,0.0326351430546836
"1114","40063",610,"Hughes County, Oklahoma",590.735162357907,0.03261163186088
"1115","20011",581,"Bourbon County, Kansas",562.658396086143,0.0325981164440825
"1116","37189",632,"Watauga County, North Carolina",612.073504724447,0.0325557226734126
"1117","30067",574,"Park County, Montana",555.91997218092,0.0325227168006768
"1118","36089",756,"St. Lawrence County, New York",732.242064367596,0.0324454668592731
"1119","17095",589,"Knox County, Illinois",570.519890642237,0.0323917003786842
"1120","28029",589,"Copiah County, Mississippi",570.519890642237,0.0323917003786842
"1121","40019",749,"Carter County, Oklahoma",725.503640462372,0.0323862737927176
"1122","17001",706,"Adams County, Illinois",683.950026380162,0.032239158958058
"1123","48143",575,"Erath County, Texas",557.04304283179,0.0322362111856265
"1124","13235",619,"Pulaski County, Georgia",599.719727564871,0.0321488047648779
"1125","27147",765,"Steele County, Minnesota",741.22662957456,0.0320730117846484
"1126","48473",831,"Waller County, Texas",805.241656674181,0.0319883392920908
"1127","45007",678,"Anderson County, South Carolina",656.996330759269,0.0319692337040265
"1128","42101",1101,"Philadelphia County, Pennsylvania",1066.91711832702,0.0319452008853562
"1129","5083",591,"Logan County, Arkansas",572.766031943978,0.0318349326585159
"1130","42005",708,"Armstrong County, Pennsylvania",686.196167681903,0.0317749258083941
"1131","6073",1030,"San Diego County, California",998.409808623915,0.0316405058356
"1132","21231",548,"Wayne County, Kentucky",531.212417861768,0.031602390256247
"1133","22117",636,"Washington Parish, Louisiana",616.565787327929,0.0315200957813351
"1134","30089",556,"Sanders County, Montana",539.073912417862,0.0313984542606063
"1135","31155",578,"Saunders County, Nebraska",560.412254784402,0.0313835842550663
"1136","51191",688,"Washington County, Virginia",667.103966617104,0.0313235034246016
"1137","54031",593,"Hardy County, West Virginia",575.012173245719,0.0312825146861615
"1138","20165",615,"Rush County, Kansas",596.35051561226,0.0312726892984967
